date,state,district,pincode,total,anomaly_score
01-05-2025,Uttar Pradesh,Bulandshahr,203205,1211,0.05302963794989968
01-06-2025,Maharashtra,Nanded,431806,1356,0.05302963794989968
01-04-2025,Uttar Pradesh,Saharanpur,247121,1350,0.05302963794989968
01-06-2025,Haryana,Faridabad,121002,1356,0.05302963794989968
01-07-2025,Rajasthan,Nagaur,341306,1167,0.05302963794989968
01-07-2025,Haryana,Mewat,122108,1362,0.05302963794989968
01-06-2025,Chhattisgarh,Baloda Bazar,493338,1514,0.05302963794989968
01-03-2025,Tamil Nadu,Tiruvallur,600019,962,0.05302963794989968
01-06-2025,Maharashtra,Nanded,431605,1349,0.05302963794989968
01-06-2025,Maharashtra,Gadchiroli,441209,1418,0.05302963794989968
01-07-2025,Delhi,North East Delhi,110032,2335,0.05302963794989968
01-04-2025,Mizoram,Mamit,796431,1103,0.05302963794989968
01-07-2025,Kerala,Palakkad,678601,700,0.05302963794989968
01-07-2025,Uttar Pradesh,Ballia,221715,1181,0.05302963794989968
01-03-2025,Andhra Pradesh,Kurnool,518003,1011,0.05302963794989968
01-05-2025,Bihar,Rohtas,821113,1181,0.05302963794989968
01-06-2025,West Bengal,South 24 Parganas,743503,919,0.05302963794989968
01-05-2025,Uttar Pradesh,Farrukhabad,209502,1164,0.05302963794989968
01-04-2025,Uttar Pradesh,Hardoi,241123,1377,0.05302963794989968
01-04-2025,Delhi,Central Delhi,110055,1634,0.05302963794989968
01-06-2025,Kerala,Ernakulam,686691,702,0.05302963794989968
01-05-2025,Rajasthan,Jaisalmer,345001,1123,0.05302963794989968
01-06-2025,Maharashtra,Latur,413522,1394,0.05302963794989968
01-05-2025,Haryana,Kurukshetra,136118,1294,0.05302963794989968
01-07-2025,Madhya Pradesh,Barwani,451770,1696,0.05302963794989968
01-07-2025,Maharashtra,Jalna,431507,1349,0.05302963794989968
01-03-2025,Bihar,Muzaffarpur,843109,1187,0.05302963794989968
01-06-2025,Maharashtra,Amravati,444807,1377,0.05302963794989968
01-07-2025,Kerala,Ernakulam,686691,702,0.05302963794989968
01-06-2025,Madhya Pradesh,Vidisha,464331,1677,0.05302963794989968
01-06-2025,Uttar Pradesh,Muzaffarnagar,251002,1357,0.05302963794989968
01-03-2025,Uttar Pradesh,Bareilly,243122,1347,0.05302963794989968
01-03-2025,Madhya Pradesh,Chhatarpur,471201,1600,0.05302963794989968
01-06-2025,Madhya Pradesh,Ratlam,457550,1668,0.05302963794989968
01-04-2025,Madhya Pradesh,Sagar,470441,1580,0.05302963794989968
01-05-2025,Andhra Pradesh,Guntur,522414,934,0.05302963794989968
01-06-2025,Uttar Pradesh,Balrampur,271201,1368,0.05302963794989968
01-05-2025,Maharashtra,Nanded,431801,1351,0.05302963794989968
01-07-2025,Gujarat,Jamnagar,361001,906,0.05302963794989968
01-05-2025,Madhya Pradesh,Betul,460661,1573,0.05302963794989968
01-07-2025,Chhattisgarh,Bemetara,491993,1597,0.05302963794989968
01-03-2025,Gujarat,Jamnagar,361006,920,0.05302963794989968
01-03-2025,Gujarat,Banaskantha,385310,1245,0.05302963794989968
01-07-2025,Punjab,Shaheed Bhagat Singh Nagar,144521,881,0.05302963794989968
01-07-2025,Chhattisgarh,Balrampur,497224,1520,0.05302963794989968
01-05-2025,Uttar Pradesh,Bahraich,271903,1372,0.05302963794989968
01-07-2025,Maharashtra,Nanded,431805,1374,0.05302963794989968
01-06-2025,Uttar Pradesh,Bareilly,243122,1419,0.05302963794989968
01-06-2025,Delhi,Central Delhi,110008,1655,0.05302963794989968
01-04-2025,Haryana,Mahendragarh,123001,1326,0.05302963794989968
01-03-2025,Himachal Pradesh,Kangra,176001,638,0.05302963794989968
01-03-2025,Maharashtra,Nashik,423502,1350,0.05302963794989968
01-06-2025,Haryana,Jind,126112,1363,0.05302963794989968
01-04-2025,Madhya Pradesh,Indore,452015,1567,0.05302963794989968
01-04-2025,Gujarat,Kachchh,370201,1006,0.05302963794989968
01-06-2025,Karnataka,Koppal,583227,912,0.05302963794989968
01-07-2025,Kerala,Kannur,670702,707,0.05302963794989968
01-03-2025,Maharashtra,Nanded,431805,1372,0.05302963794989968
01-03-2025,Maharashtra,Ahmadnagar,414502,1198,0.05302963794989968
01-03-2025,Uttar Pradesh,Amroha,244241,1364,0.05302963794989968
01-03-2025,Uttar Pradesh,Moradabad,244402,1397,0.05302963794989968
01-06-2025,West Bengal,Murshidabad,742148,912,0.05302963794989968
01-04-2025,Maharashtra,Nanded,431601,1350,0.05302963794989968
01-03-2025,Madhya Pradesh,Barwani,451770,1690,0.05302963794989968
01-06-2025,Chhattisgarh,Baloda Bazar,493559,1516,0.05302963794989968
01-06-2025,Chhattisgarh,Bemetara,491332,1588,0.05302963794989968
01-03-2025,Maharashtra,Nashik,423105,1349,0.05302963794989968
01-07-2025,Rajasthan,Nagaur,341509,1160,0.05302963794989968
01-03-2025,Uttar Pradesh,Muzaffarnagar,251311,1350,0.05302963794989968
01-03-2025,Rajasthan,Bikaner,331803,1211,0.05302963794989968
01-05-2025,Tamil Nadu,Tiruvallur,600099,950,0.05302963794989968
01-04-2025,Tamil Nadu,Tiruvallur,600019,963,0.05302963794989968
01-04-2025,Maharashtra,Gadchiroli,442605,1417,0.05302963794989968
01-07-2025,Madhya Pradesh,Betul,460443,1573,0.05302963794989968
01-07-2025,Madhya Pradesh,Bhind,477557,1339,0.05302963794989968
01-03-2025,Maharashtra,Mumbai,400068,1202,0.05247603252322619
01-03-2025,Tamil Nadu,Vellore,632602,852,0.05247603252322619
01-07-2025,Maharashtra,Chandrapur,442907,1343,0.05247603252322619
01-04-2025,Bihar,Saharsa,852201,1330,0.05247603252322619
01-05-2025,Delhi,North East Delhi,110032,2265,0.05247603252322619
01-05-2025,Chhattisgarh,Baloda Bazar,493526,1504,0.05247603252322619
01-05-2025,Uttar Pradesh,Bareilly,243505,1389,0.05247603252322619
01-04-2025,Jharkhand,Dumka,814158,1123,0.05247603252322619
01-07-2025,Maharashtra,Gadchiroli,442606,1380,0.05247603252322619
01-07-2025,Chhattisgarh,Bemetara,491332,1566,0.05247603252322619
01-06-2025,West Bengal,North 24 Parganas,743423,727,0.05247603252322619
01-07-2025,Bihar,Saharsa,852106,1316,0.05247603252322619
01-06-2025,Madhya Pradesh,Khargone,451113,1624,0.05247603252322619
01-04-2025,Odisha,Malkangiri,764045,1031,0.05247603252322619
01-07-2025,Assam,Hailakandi,788155,733,0.05247603252322619
01-04-2025,Bihar,Jamui,811303,1324,0.05247603252322619
01-06-2025,Tamil Nadu,Krishnagiri,635001,965,0.05247603252322619
01-04-2025,Maharashtra,Thane,400708,1328,0.05247603252322619
01-03-2025,Delhi,North West Delhi,110040,2362,0.05247603252322619
01-06-2025,Chhattisgarh,Balrampur,497225,1506,0.05247603252322619
01-05-2025,Karnataka,Bangalore,560068,783,0.05247603252322619
01-07-2025,West Bengal,Barddhaman,713128,723,0.05247603252322619
01-04-2025,Bihar,Madhepura,852113,1313,0.05247603252322619
01-07-2025,West Bengal,Uttar Dinajpur,733201,970,0.05247603252322619
01-04-2025,Maharashtra,Chandrapur,442702,1332,0.05247603252322619
01-07-2025,Maharashtra,Gadchiroli,442504,1392,0.05247603252322619
01-04-2025,Chhattisgarh,Raigarh,496113,1292,0.05247603252322619
01-06-2025,Bihar,Banka,813106,1180,0.05247603252322619
01-06-2025,Rajasthan,Nagaur,341508,1135,0.05247603252322619
01-05-2025,Rajasthan,Nagaur,341303,1148,0.05247603252322619
01-07-2025,Tamil Nadu,Chennai,600023,953,0.05247603252322619
01-06-2025,Andhra Pradesh,Srikakulam,532407,933,0.05247603252322619
01-07-2025,Rajasthan,Tonk,304024,1212,0.05247603252322619
01-06-2025,Maharashtra,Aurangabad,431105,1315,0.05247603252322619
01-07-2025,Rajasthan,Udaipur,313604,1133,0.05247603252322619
01-04-2025,Madhya Pradesh,Tikamgarh,472338,1631,0.05247603252322619
01-05-2025,Andhra Pradesh,Anantapur,515865,759,0.05247603252322619
01-04-2025,Tripura,West Tripura,799211,1052,0.05247603252322619
01-04-2025,Madhya Pradesh,Khargone,451113,1625,0.05247603252322619
01-06-2025,Uttar Pradesh,Sitapur,261141,1381,0.05247603252322619
01-03-2025,Telangana,Suryapet,508206,737,0.05247603252322619
01-06-2025,Uttar Pradesh,Ballia,277001,1153,0.05247603252322619
01-06-2025,Madhya Pradesh,Sagar,470442,1558,0.05247603252322619
01-05-2025,Bihar,Madhepura,852101,1326,0.05247603252322619
01-04-2025,Punjab,Amritsar,143105,1121,0.05247603252322619
01-06-2025,Madhya Pradesh,Shajapur,465550,1478,0.05247603252322619
01-06-2025,Tamil Nadu,Dharmapuri,636808,946,0.05247603252322619
01-06-2025,Uttar Pradesh,Varanasi,221007,1217,0.05247603252322619
01-07-2025,Madhya Pradesh,Sidhi,486670,1687,0.05247603252322619
01-04-2025,Andhra Pradesh,West Godavari,534447,804,0.05247603252322619
01-07-2025,Madhya Pradesh,Indore,452020,1559,0.05247603252322619
01-06-2025,Rajasthan,Churu,331022,1268,0.05247603252322619
01-04-2025,Bihar,Katihar,854114,1376,0.05247603252322619
01-06-2025,Chhattisgarh,Balrampur,497220,1496,0.05247603252322619
01-06-2025,Rajasthan,Jaipur,302029,1159,0.05247603252322619
01-04-2025,Uttarakhand,Haridwar,247663,1222,0.05247603252322619
01-05-2025,Maharashtra,Nandurbar,425416,1369,0.05247603252322619
01-04-2025,Madhya Pradesh,Sidhi,486775,1622,0.05247603252322619
01-07-2025,Uttar Pradesh,Budaun,243639,1205,0.05247603252322619
01-05-2025,Bihar,Madhepura,852112,1312,0.05247603252322619
01-03-2025,Bihar,Lakhisarai,811106,1275,0.05247603252322619
01-04-2025,Rajasthan,Churu,331304,1267,0.05247603252322619
01-03-2025,Uttar Pradesh,Hardoi,241304,1353,0.05247603252322619
01-07-2025,Chhattisgarh,Raigarh,496445,1292,0.05247603252322619
01-06-2025,Bihar,Araria,854334,1364,0.05247603252322619
01-06-2025,Andhra Pradesh,Ananthapur,515865,762,0.05247603252322619
01-06-2025,Maharashtra,Chandrapur,442702,1335,0.05247603252322619
01-05-2025,Madhya Pradesh,Indore,452009,1549,0.05247603252322619
01-04-2025,Jharkhand,Khunti,835216,1270,0.05247603252322619
01-07-2025,Nagaland,Mon,798603,1031,0.05247603252322619
01-05-2025,Rajasthan,Barmer,344702,1290,0.05192280153172524
01-06-2025,West Bengal,Hooghly,712149,740,0.05192280153172524
01-07-2025,Gujarat,Narmada,393050,1100,0.05192280153172524
01-05-2025,Chhattisgarh,Koriya,497442,1322,0.05192280153172524
01-03-2025,Maharashtra,Sangli,416413,1159,0.05192280153172524
01-03-2025,Bihar,Patna,801104,1128,0.05192280153172524
01-07-2025,Uttar Pradesh,Sultanpur,222302,1118,0.05192280153172524
01-03-2025,West Bengal,Paschim Medinipur,721301,778,0.05192280153172524
01-03-2025,Maharashtra,Gadchiroli,442603,1368,0.05192280153172524
01-03-2025,Manipur,Churachandpur,795128,955,0.05192280153172524
01-05-2025,Chhattisgarh,Raigarh,496450,1326,0.05192280153172524
01-07-2025,Bihar,Muzaffarpur,843119,1172,0.05192280153172524
01-03-2025,Uttar Pradesh,Pratapgarh,230204,1189,0.05192280153172524
01-03-2025,Karnataka,Raichur,584101,941,0.05192280153172524
01-05-2025,Gujarat,Bhavnagar,364710,1108,0.05192280153172524
01-07-2025,Gujarat,Junagadh,362220,939,0.05192280153172524
01-07-2025,Andhra Pradesh,Guntur,522001,927,0.05192280153172524
01-04-2025,Punjab,Jalandhar,144003,944,0.05192280153172524
01-03-2025,Tripura,South Tripura,799101,1048,0.05192280153172524
01-04-2025,Chhattisgarh,Raigarh,496445,1309,0.05192280153172524
01-07-2025,Uttar Pradesh,Fatehpur,216221,1197,0.05192280153172524
01-05-2025,Andhra Pradesh,Guntur,522403,928,0.05192280153172524
01-07-2025,Madhya Pradesh,Dhar,454449,1629,0.05192280153172524
01-05-2025,Chhattisgarh,Mahasamund,493449,1552,0.05192280153172524
01-06-2025,Odisha,Bargarh,768036,969,0.05192280153172524
01-06-2025,Maharashtra,Latur,413515,1356,0.05192280153172524
01-03-2025,Maharashtra,Yavatmal,445201,1361,0.05192280153172524
01-03-2025,Madhya Pradesh,Mandsaur,458880,1341,0.05192280153172524
01-05-2025,Delhi,North West Delhi,110081,2252,0.05192280153172524
01-05-2025,West Bengal,Paschim Medinipur,721301,778,0.05192280153172524
01-05-2025,Chhattisgarh,Raigarh,496661,1330,0.05192280153172524
01-07-2025,Delhi,Central Delhi,110005,1581,0.05192280153172524
01-04-2025,Madhya Pradesh,Sheopur,476332,1617,0.05192280153172524
01-07-2025,Chhattisgarh,Raigarh,496111,1311,0.05192280153172524
01-03-2025,Bihar,Nawada,805104,1163,0.05192280153172524
01-07-2025,Uttar Pradesh,Etawah,206253,1232,0.05192280153172524
01-06-2025,Kerala,Kasaragod,671321,870,0.05192280153172524
01-04-2025,Gujarat,Narmada,393040,1074,0.05192280153172524
01-07-2025,Uttar Pradesh,Sitapur,261136,1365,0.05192280153172524
01-04-2025,Uttar Pradesh,Shahjahanpur,242407,1346,0.05192280153172524
01-07-2025,Andhra Pradesh,Chittoor,517424,922,0.05192280153172524
01-05-2025,Madhya Pradesh,Chhindwara,480334,1368,0.05192280153172524
01-07-2025,Gujarat,Junagadh,362720,937,0.05192280153172524
01-05-2025,Chhattisgarh,Bastar,494442,1524,0.05192280153172524
01-07-2025,Punjab,Pathankot,145025,937,0.05192280153172524
01-06-2025,Chhattisgarh,Bastar,494222,1533,0.05192280153172524
01-06-2025,Jharkhand,Hazaribagh,825301,1113,0.05192280153172524
01-05-2025,Maharashtra,Parbhani,431505,1365,0.05192280153172524
01-07-2025,Rajasthan,Ajmer,305623,1041,0.05192280153172524
01-05-2025,Jharkhand,Seraikela-Kharsawan,832401,1178,0.05192280153172524
01-05-2025,Tamil Nadu,Thanjavur,614625,832,0.05192280153172524
01-05-2025,Gujarat,Sabarkantha,383270,932,0.05192280153172524
01-05-2025,Madhya Pradesh,Dewas,455227,1626,0.05192280153172524
01-07-2025,Jharkhand,West Singhbhum,833104,1304,0.05192280153172524
01-07-2025,Delhi,South Delhi,110019,1929,0.05192280153172524
01-03-2025,Madhya Pradesh,Vidisha,464228,1646,0.05192280153172524
01-04-2025,Maharashtra,Latur,413511,1354,0.05192280153172524
01-07-2025,Bihar,Katihar,855114,1346,0.05192280153172524
01-04-2025,Madhya Pradesh,Alirajpur,457882,1570,0.05192280153172524
01-05-2025,Maharashtra,Latur,413530,1347,0.05192280153172524
01-04-2025,Rajasthan,Churu,331022,1253,0.05192280153172524
01-06-2025,Andhra Pradesh,Guntur,522101,927,0.05192280153172524
01-06-2025,Gujarat,Ahmedabad,382418,1218,0.05192280153172524
01-03-2025,Tamil Nadu,Villupuram,606201,826,0.05192280153172524
01-07-2025,Gujarat,Narmada,393145,1067,0.05192280153172524
01-07-2025,Uttar Pradesh,Hamirpur,210430,984,0.05192280153172524
01-03-2025,Maharashtra,Nandurbar,425432,1352,0.05192280153172524
01-04-2025,Karnataka,Vijayanagara,583130,711,0.05192280153172524
01-05-2025,Gujarat,Sabarkantha,383001,932,0.05192280153172524
01-03-2025,Odisha,Nuapada,766105,1131,0.05192280153172524
01-05-2025,West Bengal,Bankura,722101,758,0.05192280153172524
01-03-2025,Tamil Nadu,Dindigul,624709,960,0.05192280153172524
01-04-2025,Bihar,Katihar,854115,1348,0.05192280153172524
01-06-2025,Maharashtra,Yavatmal,445205,1374,0.05192280153172524
01-07-2025,Madhya Pradesh,Alirajpur,457887,1566,0.05192280153172524
01-05-2025,Tamil Nadu,Dindigul,624002,955,0.05192280153172524
01-05-2025,Gujarat,Narmada,393040,1098,0.05192280153172524
01-06-2025,Bihar,Darbhanga,847201,1231,0.05192280153172524
01-06-2025,Madhya Pradesh,Ujjain,456010,1546,0.05192280153172524
01-06-2025,Uttar Pradesh,Meerut,250401,1342,0.051369944722144734
01-04-2025,Uttar Pradesh,Rampur,244927,1346,0.051369944722144734
01-05-2025,Madhya Pradesh,Dhar,454221,1606,0.051369944722144734
01-05-2025,Andhra Pradesh,East Godavari,533005,860,0.051369944722144734
01-07-2025,Gujarat,Rajkot,363621,1094,0.051369944722144734
01-06-2025,Maharashtra,Osmanabad,413504,1306,0.051369944722144734
01-06-2025,Madhya Pradesh,Tikamgarh,472010,1573,0.051369944722144734
01-07-2025,West Bengal,Nadia,741152,733,0.051369944722144734
01-07-2025,Maharashtra,Thane,421002,1301,0.051369944722144734
01-04-2025,Madhya Pradesh,Damoh,470663,1586,0.051369944722144734
01-06-2025,Madhya Pradesh,Balaghat,481222,1381,0.051369944722144734
01-07-2025,Jharkhand,East Singhbhum,832110,1203,0.051369944722144734
01-04-2025,Andhra Pradesh,Vizianagaram,535579,910,0.051369944722144734
01-07-2025,Gujarat,Rajkot,360055,1063,0.051369944722144734
01-05-2025,West Bengal,Birbhum,731224,883,0.051369944722144734
01-05-2025,Odisha,Ganjam,761104,877,0.051369944722144734
01-03-2025,Madhya Pradesh,Sidhi,486669,1588,0.051369944722144734
01-07-2025,Maharashtra,Thane,421501,1314,0.051369944722144734
01-07-2025,Uttar Pradesh,Ghaziabad,201002,1303,0.051369944722144734
01-03-2025,Haryana,Hisar,125121,1299,0.051369944722144734
01-04-2025,Chhattisgarh,Janjgir-champa,495554,1550,0.051369944722144734
01-05-2025,Madhya Pradesh,Panna,488441,1568,0.051369944722144734
01-06-2025,Madhya Pradesh,Ujjain,456441,1493,0.051369944722144734
01-06-2025,Haryana,Fatehabad,125050,1326,0.051369944722144734
01-05-2025,Madhya Pradesh,Rewa,486553,1543,0.051369944722144734
01-07-2025,Rajasthan,Jhunjhunun,333042,980,0.051369944722144734
01-05-2025,Maharashtra,Thane,400601,1304,0.051369944722144734
01-05-2025,Haryana,Karnal,132114,1331,0.051369944722144734
01-04-2025,Andhra Pradesh,Vizianagaram,535003,908,0.051369944722144734
01-06-2025,Kerala,Kannur,670307,682,0.051369944722144734
01-05-2025,Chhattisgarh,Korba,495449,1334,0.051369944722144734
01-04-2025,Uttar Pradesh,Sant Ravidas Nagar,221304,1202,0.051369944722144734
01-03-2025,Bihar,Nawada,805130,1143,0.051369944722144734
01-07-2025,Gujarat,Panchmahals,389120,1111,0.051369944722144734
01-07-2025,Chhattisgarh,Janjgir-champa,495691,1517,0.051369944722144734
01-04-2025,Andhra Pradesh,Cuddapah,516101,856,0.051369944722144734
01-03-2025,Uttar Pradesh,Hapur,245205,1293,0.051369944722144734
01-05-2025,Maharashtra,Hingoli,431702,1342,0.051369944722144734
01-04-2025,Maharashtra,Akola,444108,1290,0.051369944722144734
01-06-2025,Chhattisgarh,Bilaspur,495224,1318,0.051369944722144734
01-03-2025,Madhya Pradesh,Shivpuri,473995,1583,0.051369944722144734
01-07-2025,Uttar Pradesh,Mirzapur,231302,1287,0.051369944722144734
01-04-2025,Karnataka,Bagalkot,587116,813,0.051369944722144734
01-07-2025,Chhattisgarh,Kabeerdham,491995,1540,0.051369944722144734
01-05-2025,Madhya Pradesh,Chhatarpur,471525,1563,0.051369944722144734
01-04-2025,Andhra Pradesh,Visakhapatnam,530046,931,0.051369944722144734
01-03-2025,Odisha,Kalahandi,766037,982,0.051369944722144734
01-06-2025,Bihar,Sitamarhi,843314,1345,0.051369944722144734
01-06-2025,Madhya Pradesh,Ujjain,456001,1514,0.051369944722144734
01-03-2025,Punjab,Gurdaspur,143604,1057,0.051369944722144734
01-04-2025,Delhi,West Delhi,110015,2275,0.051369944722144734
01-04-2025,Gujarat,Kheda,387630,955,0.051369944722144734
01-04-2025,Andhra Pradesh,Prakasam,523201,849,0.051369944722144734
01-04-2025,Madhya Pradesh,Ujjain,456001,1493,0.051369944722144734
01-07-2025,West Bengal,Hooghly,712410,735,0.051369944722144734
01-03-2025,Tripura,Dhalai,799284,1062,0.051369944722144734
01-03-2025,Uttar Pradesh,Ghaziabad,201005,1337,0.051369944722144734
01-04-2025,Jharkhand,East Singhbhum,831012,1200,0.051369944722144734
01-03-2025,Jammu and Kashmir,Badgam,191111,917,0.051369944722144734
01-07-2025,Uttarakhand,Udham Singh Nagar,263148,1198,0.051369944722144734
01-03-2025,Madhya Pradesh,Damoh,470772,1599,0.051369944722144734
01-03-2025,Maharashtra,Chandrapur,442701,1303,0.051369944722144734
01-03-2025,Bihar,Kaimur (Bhabua),821108,1338,0.051369944722144734
01-03-2025,Uttarakhand,Haridwar,247663,1203,0.051369944722144734
01-05-2025,Chhattisgarh,Janjgir-champa,495687,1513,0.051369944722144734
01-05-2025,Madhya Pradesh,Ratlam,457555,1621,0.051369944722144734
01-04-2025,Maharashtra,Ahmadnagar,422605,1188,0.051369944722144734
01-05-2025,Madhya Pradesh,Sidhi,486775,1586,0.051369944722144734
01-04-2025,Bihar,Sitamarhi,843314,1344,0.051369944722144734
01-07-2025,West Bengal,Dakshin Dinajpur,733121,811,0.051369944722144734
01-04-2025,Gujarat,Morbi,363641,1085,0.051369944722144734
01-06-2025,Jharkhand,Palamu,822123,1328,0.051369944722144734
01-04-2025,Andhra Pradesh,Visakhapatnam,530048,938,0.051369944722144734
01-07-2025,Andhra Pradesh,Guntur,522601,919,0.051369944722144734
01-07-2025,Madhya Pradesh,Tikamgarh,472339,1578,0.051369944722144734
01-04-2025,Delhi,North West Delhi,110036,2214,0.051369944722144734
01-03-2025,Maharashtra,Chandrapur,442903,1298,0.051369944722144734
01-03-2025,Odisha,Balangir,767025,912,0.051369944722144734
01-03-2025,Madhya Pradesh,Rewa,486553,1525,0.051369944722144734
01-05-2025,Andhra Pradesh,Visakhapatnam,530040,931,0.051369944722144734
01-06-2025,Maharashtra,Akola,444107,1291,0.051369944722144734
01-05-2025,West Bengal,Barddhaman,713101,720,0.051369944722144734
01-06-2025,Kerala,Thiruvananthapuram,695501,689,0.051369944722144734
01-04-2025,Gujarat,Morbi,363621,1089,0.051369944722144734
01-07-2025,Andhra Pradesh,Krishna,520007,854,0.051369944722144734
01-07-2025,Telangana,Hyderabad,500002,923,0.051369944722144734
01-07-2025,West Bengal,Bankura,722150,737,0.051369944722144734
01-07-2025,Kerala,Kannur,670307,684,0.051369944722144734
01-06-2025,Tamil Nadu,Theni,625515,934,0.051369944722144734
01-05-2025,Kerala,Ernakulam,686673,684,0.051369944722144734
01-05-2025,Jharkhand,Palamu,822124,1310,0.051369944722144734
01-05-2025,Karnataka,Haveri,581110,895,0.051369944722144734
01-07-2025,Gujarat,Bhavnagar,364240,1088,0.051369944722144734
01-04-2025,Andhra Pradesh,Visakhapatnam,530044,942,0.051369944722144734
01-04-2025,Bihar,Saran,841301,1092,0.051369944722144734
01-03-2025,Jharkhand,East Singhbhum,832303,1207,0.051369944722144734
01-07-2025,Odisha,Kalahandi,766014,992,0.051369944722144734
01-03-2025,Andhra Pradesh,Krishna,520015,851,0.051369944722144734
01-07-2025,Madhya Pradesh,Jabalpur,483336,1470,0.0508174618414039
01-05-2025,Delhi,West Delhi,110027,2210,0.0508174618414039
01-07-2025,Uttarakhand,Dehradun,248008,1060,0.0508174618414039
01-04-2025,Madhya Pradesh,Rajgarh,465693,1616,0.0508174618414039
01-03-2025,Maharashtra,Nagpur,441401,1253,0.0508174618414039
01-07-2025,Bihar,Muzaffarpur,843128,1144,0.0508174618414039
01-07-2025,Maharashtra,Buldhana,443202,1335,0.0508174618414039
01-04-2025,Bihar,West Champaran,845453,1311,0.0508174618414039
01-05-2025,Punjab,Barnala,148101,1054,0.0508174618414039
01-05-2025,Delhi,North Delhi,110007,2125,0.0508174618414039
01-07-2025,Maharashtra,Pune,413104,1184,0.0508174618414039
01-05-2025,West Bengal,Paschim Medinipur,721212,771,0.0508174618414039
01-03-2025,Madhya Pradesh,Rewa,486223,1487,0.0508174618414039
01-06-2025,Bihar,West Champaran,845106,1317,0.0508174618414039
01-04-2025,Karnataka,Bengaluru,560079,908,0.0508174618414039
01-05-2025,Maharashtra,Nagpur,440035,1265,0.0508174618414039
01-07-2025,Maharashtra,Buldhana,443101,1339,0.0508174618414039
01-03-2025,Madhya Pradesh,Morena,476115,1640,0.0508174618414039
01-07-2025,Telangana,Mahabubnagar,509401,908,0.0508174618414039
01-04-2025,Chhattisgarh,Balod,491227,1499,0.0508174618414039
01-06-2025,Tamil Nadu,Ramanathapuram,623707,843,0.0508174618414039
01-03-2025,Delhi,South Delhi,110076,2011,0.0508174618414039
01-06-2025,Chhattisgarh,Janjgir-champa,495661,1504,0.0508174618414039
01-05-2025,Uttar Pradesh,Balrampur,271201,1345,0.0508174618414039
01-03-2025,Madhya Pradesh,Sehore,466115,1467,0.0508174618414039
01-06-2025,Jharkhand,Sahebganj,816102,1275,0.0508174618414039
01-07-2025,Uttar Pradesh,Pilibhit,262203,1383,0.0508174618414039
01-06-2025,Bihar,Rohtas,821113,1134,0.0508174618414039
01-07-2025,Maharashtra,Nashik,422204,1325,0.0508174618414039
01-05-2025,Maharashtra,Buldhana,443402,1337,0.0508174618414039
01-03-2025,Maharashtra,Jalna,431504,1342,0.0508174618414039
01-03-2025,Maharashtra,Jalna,431204,1340,0.0508174618414039
01-07-2025,Madhya Pradesh,Jhabua,457770,1552,0.0508174618414039
01-07-2025,Maharashtra,Nanded,431721,1323,0.0508174618414039
01-07-2025,Jammu and Kashmir,Budgam,191111,1051,0.0508174618414039
01-07-2025,Uttar Pradesh,Etawah,206242,1225,0.0508174618414039
01-07-2025,West Bengal,Howrah,711314,790,0.0508174618414039
01-05-2025,Karnataka,Bengaluru,560043,905,0.0508174618414039
01-05-2025,Odisha,Sundergarh,770033,852,0.0508174618414039
01-03-2025,Chhattisgarh,Janjgir-champa,495552,1503,0.0508174618414039
01-03-2025,Tripura,Dhalai,799289,1049,0.0508174618414039
01-07-2025,Madhya Pradesh,Rewa,486226,1474,0.0508174618414039
01-07-2025,Uttar Pradesh,Kaushambi,212206,1343,0.0508174618414039
01-07-2025,Bihar,Muzaffarpur,843111,1160,0.0508174618414039
01-05-2025,Maharashtra,Jalna,431501,1341,0.0508174618414039
01-04-2025,Madhya Pradesh,Ashok Nagar,473330,1599,0.0508174618414039
01-03-2025,Bihar,Nalanda,801303,1158,0.0508174618414039
01-05-2025,Delhi,Central Delhi,110005,1500,0.0508174618414039
01-04-2025,Odisha,Gajapati,761016,972,0.0508174618414039
01-03-2025,Bihar,Araria,854335,1289,0.0508174618414039
01-07-2025,West Bengal,Howrah,711322,789,0.0508174618414039
01-07-2025,Uttar Pradesh,Amethi,227801,1043,0.0508174618414039
01-06-2025,Delhi,West Delhi,110018,2207,0.0508174618414039
01-06-2025,Bihar,Gopalganj,841428,1180,0.0508174618414039
01-05-2025,Delhi,South West Delhi,110046,1562,0.0508174618414039
01-05-2025,Bihar,Kishanganj,855116,1345,0.0508174618414039
01-07-2025,Gujarat,Patan,384240,1082,0.0508174618414039
01-03-2025,Rajasthan,Sikar,332713,1067,0.0508174618414039
01-03-2025,Bihar,Supaul,852218,1202,0.0508174618414039
01-05-2025,Odisha,Sundergarh,770037,853,0.0508174618414039
01-07-2025,Uttar Pradesh,Amethi,227811,1034,0.0508174618414039
01-06-2025,Maharashtra,Nagpur,440009,1268,0.0508174618414039
01-06-2025,Maharashtra,Gadchiroli,442704,1344,0.0508174618414039
01-03-2025,Uttar Pradesh,Kannauj,209727,1193,0.0508174618414039
01-06-2025,Gujarat,Rajkot,360050,1086,0.0508174618414039
01-05-2025,Madhya Pradesh,Hoshangabad,461001,1451,0.0508174618414039
01-06-2025,Maharashtra,Gondiya,441911,1332,0.0508174618414039
01-06-2025,Rajasthan,Jaipur,303103,1140,0.0508174618414039
01-07-2025,Maharashtra,Amravati,444602,1340,0.0508174618414039
01-04-2025,Punjab,Jalandhar,144004,931,0.0508174618414039
