date,state,district,pincode,total,anomaly_score
01-04-2025,Bihar,Supaul,852138,1357,0.06249846501821643
01-04-2025,Haryana,Sonipat,131101,1329,0.06249846501821643
01-04-2025,Maharashtra,Nagpur,441401,1387,0.06249846501821643
01-04-2025,Chhattisgarh,Rajnandgaon,491445,1991,0.06249846501821643
01-03-2025,Haryana,Hisar,125033,1522,0.06249846501821643
01-07-2025,Maharashtra,Washim,444105,1941,0.06249846501821643
01-07-2025,Haryana,Sirsa,125201,1615,0.06249846501821643
01-03-2025,Mizoram,Kolasib,796101,1049,0.06249846501821643
01-07-2025,Gujarat,Dahod,389382,1384,0.06249846501821643
01-07-2025,Maharashtra,Akola,444501,1530,0.06249846501821643
01-07-2025,Uttar Pradesh,Varanasi,221010,1362,0.06249846501821643
01-07-2025,Haryana,Faridabad,121002,1853,0.06249846501821643
01-05-2025,Bihar,Begusarai,851112,1371,0.06249846501821643
01-07-2025,Jharkhand,Godda,814133,1638,0.06249846501821643
01-06-2025,Rajasthan,Churu,331403,1358,0.06249846501821643
01-03-2025,Tripura,North Tripura,799270,1093,0.06249846501821643
01-04-2025,Bihar,Supaul,852125,1352,0.06249846501821643
01-05-2025,Uttar Pradesh,Kheri,262902,1642,0.06249846501821643
01-05-2025,Jammu and Kashmir,Reasi,182315,1153,0.06249846501821643
01-05-2025,Chhattisgarh,Korba,495674,1615,0.06249846501821643
01-04-2025,Himachal Pradesh,Shimla,171210,774,0.06249846501821643
01-05-2025,Jammu and Kashmir,Doda,182203,1115,0.06249846501821643
01-03-2025,Bihar,Darbhanga,847427,1393,0.06249846501821643
01-06-2025,Punjab,Jalandhar,144002,1013,0.06249846501821643
01-06-2025,Uttar Pradesh,Balrampur,271604,1661,0.06249846501821643
01-05-2025,Madhya Pradesh,Harda,461331,2049,0.06249846501821643
01-04-2025,Punjab,Jalandhar,144002,1005,0.06249846501821643
01-05-2025,Uttar Pradesh,Sant Ravidas Nagar,221404,1356,0.06249846501821643
01-07-2025,Madhya Pradesh,Tikamgarh,472010,1925,0.06249846501821643
01-03-2025,Tamil Nadu,Dindigul,624601,1107,0.06249846501821643
01-07-2025,Madhya Pradesh,Bhind,477116,1544,0.06249846501821643
01-04-2025,Bihar,Saran,841101,1189,0.06249846501821643
01-05-2025,Bihar,Madhepura,852210,1616,0.06249846501821643
01-05-2025,Uttar Pradesh,Balrampur,271604,1698,0.06249846501821643
01-03-2025,Rajasthan,Hanumangarh,335512,1391,0.06249846501821643
01-07-2025,Tamil Nadu,Dindigul,624401,1098,0.06249846501821643
01-04-2025,Bihar,East Champaran,845433,1374,0.06249846501821643
01-06-2025,Maharashtra,Thane,400606,1534,0.06249846501821643
01-06-2025,Maharashtra,Osmanabad,413507,1483,0.06249846501821643
01-06-2025,Punjab,Pathankot,145001,1005,0.06249846501821643
01-07-2025,Karnataka,Chitradurga,577501,843,0.06249846501821643
01-05-2025,Karnataka,Raichur,584101,1094,0.06249846501821643
01-04-2025,Madhya Pradesh,Morena,476224,2055,0.06249846501821643
01-05-2025,Gujarat,Patan,385340,1227,0.06249846501821643
01-07-2025,Madhya Pradesh,Jhabua,457993,1959,0.06249846501821643
01-05-2025,Gujarat,Jamnagar,361005,1025,0.06249846501821643
01-07-2025,Jharkhand,Chatra,825103,1885,0.06249846501821643
01-07-2025,Tamil Nadu,Krishnagiri,635001,1108,0.06249846501821643
01-07-2025,Madhya Pradesh,Ratlam,457114,2032,0.06249846501821643
01-04-2025,Bihar,West Champaran,845106,1915,0.06249846501821643
01-04-2025,Madhya Pradesh,Rewa,486226,1687,0.06249846501821643
01-03-2025,Andhra Pradesh,Chittoor,517325,1004,0.06249846501821643
01-03-2025,Bihar,Bhagalpur,813222,1349,0.06249846501821643
01-04-2025,Tamil Nadu,Dindigul,624601,1093,0.06249846501821643
01-03-2025,Maharashtra,Jalgaon,425107,1666,0.06249846501821643
01-06-2025,Bihar,Begusarai,851129,1366,0.06249846501821643
01-06-2025,Madhya Pradesh,Barwani,451447,2400,0.06249846501821643
01-07-2025,Madhya Pradesh,Rajgarh,465691,2037,0.06249846501821643
01-05-2025,Maharashtra,Amravati,444904,1820,0.06249846501821643
01-05-2025,Chhattisgarh,Sukma,494111,1761,0.06249846501821643
01-05-2025,Chhattisgarh,Kawardha,491559,2321,0.06249846501821643
01-03-2025,Madhya Pradesh,Rajgarh,465661,2036,0.06249846501821643
01-05-2025,Tamil Nadu,Dindigul,624401,1107,0.06249846501821643
01-03-2025,Rajasthan,Churu,331304,1361,0.06249846501821643
01-04-2025,Maharashtra,Nagpur,440017,1392,0.06249846501821643
01-07-2025,West Bengal,South 24 Parganas,700135,999,0.06249846501821643
01-07-2025,Uttar Pradesh,Deoria,274404,1350,0.06249846501821643
01-07-2025,Chhattisgarh,Mahasamund,493449,2325,0.06249846501821643
01-03-2025,Jharkhand,Ranchi,835219,1378,0.06249846501821643
01-04-2025,Haryana,Faridabad,121002,1829,0.06249846501821643
01-05-2025,Madhya Pradesh,Jhabua,457779,1967,0.06249846501821643
01-06-2025,Bihar,Madhepura,852128,1614,0.06249846501821643
01-06-2025,Uttar Pradesh,Bijnor,246733,1781,0.06249846501821643
01-03-2025,Bihar,East Champaran,845433,1369,0.06249846501821643
01-04-2025,Bihar,Aurangabad,824125,1467,0.06249846501821643
01-07-2025,Madhya Pradesh,Rewa,486335,1673,0.06249846501821643
01-04-2025,Andhra Pradesh,Cuddapah,516002,927,0.06249846501821643
01-06-2025,Gujarat,Jamnagar,361005,976,0.06249846501821643
01-03-2025,Uttar Pradesh,Chitrakoot,210209,1825,0.06249846501821643
01-07-2025,Rajasthan,Banswara,327601,1385,0.06249846501821643
01-07-2025,West Bengal,South 24 Parganas,743399,995,0.06249846501821643
01-04-2025,Bihar,Supaul,854339,1369,0.06249846501821643
01-07-2025,Maharashtra,Jalgaon,425105,1673,0.06249846501821643
01-05-2025,Gujarat,Kachchh,370201,1107,0.06249846501821643
01-04-2025,Bihar,East Champaran,845305,1376,0.06249846501821643
01-05-2025,Rajasthan,Churu,331001,1356,0.06249846501821643
01-03-2025,Odisha,Malkangiri,764045,1139,0.06249846501821643
01-05-2025,Maharashtra,Wardha,442301,1685,0.06249846501821643
01-05-2025,Maharashtra,Chandrapur,442903,1527,0.06193845527950792
01-07-2025,Gujarat,Gandhinagar,382305,1025,0.06193845527950792
01-07-2025,Jharkhand,Seraikela-Kharsawan,832401,1332,0.06193845527950792
01-07-2025,Uttar Pradesh,Maharajganj,273164,1463,0.06193845527950792
01-07-2025,Uttarakhand,Tehri Garhwal,249192,1029,0.06193845527950792
01-05-2025,Maharashtra,Nanded,431708,1773,0.06193845527950792
01-03-2025,Chhattisgarh,Narayanpur,494661,2048,0.06193845527950792
01-04-2025,Uttarakhand,Udham Singh Nagar,262401,1369,0.06193845527950792
01-03-2025,Bihar,Samastipur,848101,1363,0.06193845527950792
01-05-2025,Gujarat,Kachchh,370165,1063,0.06193845527950792
01-04-2025,Uttar Pradesh,Allahabad,212106,1488,0.06193845527950792
01-04-2025,Delhi,South West Delhi,110037,1928,0.06193845527950792
01-05-2025,Haryana,Hisar,125121,1503,0.06193845527950792
01-05-2025,Madhya Pradesh,Shahdol,484001,1660,0.06193845527950792
01-06-2025,Chhattisgarh,Durg,491111,1685,0.06193845527950792
01-04-2025,Tripura,South Tripura,799145,1186,0.06193845527950792
01-03-2025,Andhra Pradesh,Visakhapatnam,531040,1092,0.06193845527950792
01-03-2025,Gujarat,Dahod,389180,1370,0.06193845527950792
01-04-2025,Madhya Pradesh,Vidisha,464228,2009,0.06193845527950792
01-06-2025,Uttar Pradesh,Allahabad,212301,1480,0.06193845527950792
01-07-2025,Uttar Pradesh,Siddharthnagar,272205,1377,0.06193845527950792
01-07-2025,Maharashtra,Chandrapur,442908,1526,0.06193845527950792
01-05-2025,Uttar Pradesh,Allahabad,212104,1487,0.06193845527950792
01-04-2025,Maharashtra,Amravati,444904,1777,0.06193845527950792
01-03-2025,Karnataka,Bengaluru,560045,980,0.06193845527950792
01-03-2025,Andhra Pradesh,Visakhapatnam,530016,1111,0.06193845527950792
01-04-2025,Madhya Pradesh,Ashok Nagar,473335,2005,0.06193845527950792
01-07-2025,Rajasthan,Chittorgarh,312001,1033,0.06193845527950792
01-04-2025,Andhra Pradesh,Cuddapah,516172,916,0.06193845527950792
01-07-2025,Maharashtra,Thane,401105,1515,0.06193845527950792
01-03-2025,Maharashtra,Nagpur,441108,1369,0.06193845527950792
01-04-2025,Haryana,Yamuna Nagar,135133,1506,0.06193845527950792
01-04-2025,Jharkhand,West Singhbhum,833105,1692,0.06193845527950792
01-04-2025,Bihar,Darbhanga,846009,1354,0.06193845527950792
01-03-2025,Bihar,Jamui,811307,1505,0.06193845527950792
01-03-2025,Madhya Pradesh,Barwani,451447,2099,0.06193845527950792
01-07-2025,Delhi,Central Delhi,110008,2073,0.06193845527950792
01-03-2025,Andhra Pradesh,Ananthapur,515671,820,0.06193845527950792
01-06-2025,Rajasthan,Bikaner,331803,1374,0.06193845527950792
01-07-2025,Uttar Pradesh,Allahabad,221508,1471,0.06193845527950792
01-07-2025,Tamil Nadu,Dindigul,624005,1088,0.06193845527950792
01-06-2025,Maharashtra,Chandrapur,442907,1518,0.06193845527950792
01-06-2025,Maharashtra,Chandrapur,442905,1522,0.06193845527950792
01-03-2025,Maharashtra,Jalgaon,425508,1600,0.06193845527950792
01-06-2025,Maharashtra,Chandrapur,441224,1532,0.06193845527950792
01-06-2025,Haryana,Hisar,125121,1502,0.06193845527950792
01-07-2025,Uttar Pradesh,Mirzapur,231304,1514,0.06193845527950792
01-03-2025,Uttar Pradesh,Sitapur,261303,1946,0.06193845527950792
01-05-2025,Gujarat,Amreli,365601,976,0.06193845527950792
01-04-2025,Madhya Pradesh,Jabalpur,482002,1682,0.06193845527950792
01-04-2025,Madhya Pradesh,Hoshangabad,461001,1680,0.06193845527950792
01-05-2025,Andhra Pradesh,Visakhapatnam,531040,1094,0.06193845527950792
01-07-2025,Rajasthan,Pali,306104,1281,0.06193845527950792
01-07-2025,Punjab,Rupnagar,140001,992,0.06193845527950792
01-04-2025,Maharashtra,Nanded,431714,1792,0.06193845527950792
01-03-2025,Uttar Pradesh,Muzaffarnagar,251201,1612,0.06193845527950792
01-05-2025,Karnataka,Davangere,577001,904,0.06193845527950792
01-06-2025,Karnataka,Davangere,577001,918,0.06193845527950792
01-07-2025,Telangana,K.v. Rangareddy,500018,996,0.06193845527950792
01-07-2025,Rajasthan,Udaipur,313803,1315,0.06193845527950792
01-06-2025,Maharashtra,Buldhana,443201,1620,0.06193845527950792
01-03-2025,Maharashtra,Osmanabad,413606,1450,0.06193845527950792
01-06-2025,Maharashtra,Chandrapur,442903,1534,0.06193845527950792
01-04-2025,Maharashtra,Amravati,444806,1785,0.06193845527950792
01-07-2025,Chhattisgarh,Durg,491111,1685,0.06193845527950792
01-07-2025,Bihar,Jamui,811307,1506,0.06193845527950792
01-05-2025,Bihar,Darbhanga,848213,1373,0.06193845527950792
01-05-2025,Bihar,Saharsa,852106,1560,0.06193845527950792
01-06-2025,West Bengal,Murshidabad,742135,976,0.06193845527950792
01-06-2025,Andhra Pradesh,Krishna,521185,921,0.06193845527950792
01-03-2025,Madhya Pradesh,Rajgarh,465683,1989,0.06193845527950792
01-04-2025,Haryana,Hisar,125052,1517,0.06193845527950792
01-07-2025,Rajasthan,Barmer,344022,1680,0.06193845527950792
01-05-2025,Uttar Pradesh,Allahabad,212507,1466,0.06193845527950792
01-03-2025,Chhattisgarh,Kawardha,491995,1986,0.06193845527950792
01-03-2025,Madhya Pradesh,Shahdol,484001,1677,0.06193845527950792
01-07-2025,Madhya Pradesh,Bhopal,462003,1660,0.06193845527950792
01-07-2025,Maharashtra,Aurangabad,431136,1448,0.06193845527950792
01-07-2025,Chhattisgarh,Surajpur,497333,1717,0.06193845527950792
01-07-2025,Chhattisgarh,Durg,490023,1685,0.06193845527950792
01-06-2025,Jharkhand,Simdega,835223,1768,0.06193845527950792
01-06-2025,Jharkhand,Pashchimi Singhbhum,833201,1181,0.06193845527950792
01-06-2025,West Bengal,Uttar Dinajpur,733208,1102,0.06193845527950792
01-05-2025,Andhra Pradesh,Visakhapatnam,530016,1095,0.06193845527950792
01-06-2025,Andhra Pradesh,West Godavari,534260,890,0.06193845527950792
01-03-2025,Andhra Pradesh,Visakhapatnam,531116,1110,0.06193845527950792
01-03-2025,Tamil Nadu,Chennai,600081,1076,0.06193845527950792
01-06-2025,Uttar Pradesh,Siddharthnagar,272153,1376,0.06193845527950792
01-07-2025,Uttar Pradesh,Agra,283201,1801,0.06193845527950792
01-03-2025,Rajasthan,Barmer,344001,1645,0.06137882430757635
01-03-2025,Maharashtra,Palghar,401606,1342,0.06137882430757635
01-03-2025,Maharashtra,Mumbai Suburban,400043,1220,0.06137882430757635
01-03-2025,Madhya Pradesh,Ashok Nagar,473331,1931,0.06137882430757635
01-03-2025,Uttar Pradesh,Balrampur,271208,1623,0.06137882430757635
01-06-2025,Madhya Pradesh,Singrauli,486892,1947,0.06137882430757635
01-06-2025,Chhattisgarh,Rajnandgaon,491558,1970,0.06137882430757635
01-07-2025,Gujarat,Banaskantha,385120,1317,0.06137882430757635
01-06-2025,West Bengal,Nadia,741156,817,0.06137882430757635
01-07-2025,Uttar Pradesh,Saharanpur,247121,1896,0.06137882430757635
01-06-2025,Goa,South Goa,403601,736,0.06137882430757635
01-05-2025,Odisha,Koraput,764056,1058,0.06137882430757635
01-06-2025,Tamil Nadu,Tiruppur,641664,938,0.06137882430757635
01-03-2025,Rajasthan,Jaipur,302029,1334,0.06137882430757635
01-06-2025,Andhra Pradesh,Guntur,522403,1023,0.06137882430757635
01-06-2025,Tamil Nadu,Tiruppur,641602,936,0.06137882430757635
01-07-2025,Gujarat,Kachchh,370110,1082,0.06137882430757635
01-07-2025,West Bengal,Bankura,722206,826,0.06137882430757635
01-07-2025,Jammu and Kashmir,Kishtwar,182204,1410,0.06137882430757635
01-07-2025,Madhya Pradesh,Ashok Nagar,473335,1937,0.06137882430757635
01-07-2025,Maharashtra,Yavatmal,445206,1931,0.06137882430757635
01-07-2025,Gujarat,Rajkot,360007,1235,0.06137882430757635
01-03-2025,Uttar Pradesh,Lucknow,227115,1343,0.06137882430757635
01-07-2025,Chhattisgarh,Surguja,497101,1684,0.06137882430757635
01-04-2025,Uttar Pradesh,Jalaun,285123,1306,0.06137882430757635
01-07-2025,Uttar Pradesh,Hardoi,241301,1891,0.06137882430757635
01-03-2025,Uttar Pradesh,Saharanpur,247121,1888,0.06137882430757635
01-07-2025,Tamil Nadu,Tiruppur,641664,938,0.06137882430757635
01-03-2025,Uttar Pradesh,Saharanpur,247554,1858,0.06137882430757635
01-04-2025,Uttar Pradesh,Hardoi,241404,1819,0.06137882430757635
01-07-2025,Karnataka,Koppal,583227,973,0.06137882430757635
01-07-2025,West Bengal,Purba Medinipur,721152,801,0.06137882430757635
01-05-2025,Chhattisgarh,Bilaspur,495113,1543,0.06137882430757635
01-03-2025,Rajasthan,Barmer,344702,1611,0.06137882430757635
01-03-2025,Madhya Pradesh,Sehore,466116,1645,0.06137882430757635
01-03-2025,Jharkhand,Garhwa,822112,1768,0.06137882430757635
01-04-2025,Madhya Pradesh,Barwani,451770,1950,0.06137882430757635
01-05-2025,Jammu and Kashmir,Udhampur,182122,1057,0.06137882430757635
01-05-2025,Assam,Bongaigaon,783384,1007,0.06137882430757635
01-04-2025,Bihar,Muzaffarpur,843113,1313,0.06137882430757635
01-04-2025,Tamil Nadu,Tiruppur,641603,944,0.06137882430757635
01-07-2025,Maharashtra,Parbhani,431506,1933,0.06137882430757635
01-03-2025,Tamil Nadu,Virudhunagar,626106,930,0.06137882430757635
01-07-2025,West Bengal,Hooghly,712149,824,0.06137882430757635
01-04-2025,Uttar Pradesh,Sitapur,261121,1959,0.06137882430757635
01-06-2025,Andhra Pradesh,Visakhapatnam,530026,1072,0.06137882430757635
01-05-2025,Madhya Pradesh,Singrauli,486882,1942,0.06137882430757635
01-04-2025,Haryana,Faridabad,121003,1859,0.06137882430757635
01-05-2025,Karnataka,Haveri,581210,954,0.06137882430757635
01-04-2025,Andhra Pradesh,Chittoor,517214,986,0.06137882430757635
01-04-2025,Tripura,South Tripura,799155,1152,0.06137882430757635
01-07-2025,Madhya Pradesh,Ratlam,457550,1928,0.06137882430757635
01-03-2025,West Bengal,Bankura,722101,816,0.06137882430757635
01-06-2025,Rajasthan,Hanumangarh,335523,1320,0.06137882430757635
01-06-2025,Chhattisgarh,Rajnandgaon,491661,1974,0.06137882430757635
01-07-2025,Bihar,Kaimur (Bhabua),821109,1692,0.06137882430757635
01-07-2025,Rajasthan,Bharatpur,321404,1296,0.06137882430757635
01-04-2025,Bihar,Muzaffarpur,843321,1323,0.06137882430757635
01-06-2025,Karnataka,Bellary,583201,798,0.06137882430757635
01-07-2025,Madhya Pradesh,Vidisha,464331,1935,0.06137882430757635
01-07-2025,Bihar,Madhepura,852210,1531,0.06137882430757635
01-07-2025,Uttar Pradesh,Azamgarh,276202,1274,0.06137882430757635
01-03-2025,Haryana,Faridabad,121002,1858,0.06137882430757635
01-04-2025,Maharashtra,Pune,411017,1331,0.06137882430757635
01-05-2025,Rajasthan,Hanumangarh,335523,1319,0.06137882430757635
01-07-2025,Rajasthan,Nagaur,341508,1338,0.06137882430757635
01-07-2025,Karnataka,Bangalore Rural,562114,948,0.06137882430757635
01-07-2025,Rajasthan,Barmer,344035,1636,0.06137882430757635
01-07-2025,West Bengal,Hooghly,712305,818,0.06137882430757635
01-07-2025,Karnataka,Bellary,583201,805,0.06137882430757635
01-07-2025,Andhra Pradesh,Nellore,524004,907,0.06137882430757635
01-03-2025,Haryana,Karnal,132114,1488,0.06137882430757635
01-03-2025,Tamil Nadu,Madurai,625514,1086,0.060819571846239984
01-03-2025,Telangana,Nalgonda,508001,841,0.060819571846239984
01-03-2025,Uttar Pradesh,Hardoi,241301,1795,0.060819571846239984
01-07-2025,Rajasthan,Alwar,301707,1339,0.060819571846239984
01-07-2025,Telangana,Nalgonda,508213,836,0.060819571846239984
01-07-2025,Tamil Nadu,Tiruvallur,600062,1047,0.060819571846239984
01-07-2025,Karnataka,Bangalore,560032,854,0.060819571846239984
01-06-2025,Kerala,Kozhikode,673612,810,0.060819571846239984
01-06-2025,Gujarat,Banaskantha,385565,1301,0.060819571846239984
01-07-2025,Jharkhand,Ranchi,835204,1354,0.060819571846239984
01-05-2025,Uttar Pradesh,Sitapur,261205,1817,0.060819571846239984
01-07-2025,Bihar,Purnia,854301,1733,0.060819571846239984
01-07-2025,Rajasthan,Banswara,327602,1326,0.060819571846239984
01-07-2025,Tamil Nadu,Madurai,625020,1082,0.060819571846239984
01-07-2025,Jharkhand,Chatra,825408,1797,0.060819571846239984
01-06-2025,Andhra Pradesh,Guntur,522414,992,0.060819571846239984
01-03-2025,Andhra Pradesh,Srikakulam,532421,1019,0.060819571846239984
01-07-2025,Jharkhand,West Singhbhum,833215,1632,0.060819571846239984
01-04-2025,Chhattisgarh,Mahasamund,493551,1937,0.060819571846239984
01-06-2025,Madhya Pradesh,Rajgarh,465687,1937,0.060819571846239984
01-07-2025,Madhya Pradesh,Chhindwara,480221,1615,0.060819571846239984
01-06-2025,Madhya Pradesh,Mandsaur,458880,1581,0.060819571846239984
01-06-2025,Odisha,Bargarh,768042,1019,0.060819571846239984
01-03-2025,Bihar,Purnia,854326,1733,0.060819571846239984
01-03-2025,Uttar Pradesh,Shamli,247774,1814,0.060819571846239984
01-07-2025,Madhya Pradesh,Hoshangabad,461001,1623,0.060819571846239984
01-06-2025,Chhattisgarh,Bastar,494010,1841,0.060819571846239984
01-03-2025,Telangana,Adilabad,504001,833,0.060819571846239984
01-05-2025,Madhya Pradesh,Jabalpur,482002,1619,0.060819571846239984
01-04-2025,Madhya Pradesh,Rajgarh,465687,1952,0.060819571846239984
01-05-2025,Bihar,Patna,804453,1243,0.060819571846239984
01-07-2025,Assam,Hailakandi,788163,831,0.060819571846239984
01-07-2025,Chhattisgarh,Bilaspur,495116,1503,0.060819571846239984
01-07-2025,Madhya Pradesh,Shahdol,484110,1615,0.060819571846239984
01-07-2025,Jharkhand,Ranchi,835103,1351,0.060819571846239984
01-03-2025,Bihar,Khagaria,851214,1350,0.060819571846239984
01-03-2025,Tripura,West Tripura,799102,1133,0.060819571846239984
01-03-2025,Bihar,West Champaran,845106,1764,0.060819571846239984
01-03-2025,Jharkhand,Chatra,825103,1808,0.060819571846239984
01-04-2025,Bihar,West Champaran,845452,1898,0.060819571846239984
01-03-2025,Maharashtra,Mumbai,400078,1325,0.060819571846239984
01-07-2025,Jharkhand,Khunti,835227,1330,0.060819571846239984
01-06-2025,Karnataka,Bangalore,560091,855,0.060819571846239984
01-04-2025,Maharashtra,Parbhani,431509,1808,0.060819571846239984
01-06-2025,Jharkhand,West Singhbhum,833215,1650,0.060819571846239984
01-04-2025,Rajasthan,Churu,331403,1333,0.060819571846239984
01-04-2025,Chhattisgarh,Kondagaon,494226,1806,0.060819571846239984
01-04-2025,Gujarat,Navsari,396445,958,0.060819571846239984
01-07-2025,Madhya Pradesh,Chhindwara,480224,1626,0.060819571846239984
01-03-2025,Bihar,Gaya,824118,1375,0.060819571846239984
01-04-2025,Tripura,South Tripura,799143,1139,0.060819571846239984
01-05-2025,Bihar,Patna,803201,1257,0.060819571846239984
01-06-2025,Tamil Nadu,Tiruvallur,600052,1047,0.060819571846239984
01-05-2025,Telangana,Nizamabad,503224,834,0.060819571846239984
01-03-2025,Jharkhand,Garhwa,822120,1861,0.060819571846239984
01-06-2025,Rajasthan,Alwar,301402,1312,0.060819571846239984
01-04-2025,Delhi,North Delhi,110007,2788,0.060819571846239984
01-06-2025,West Bengal,Puruliya,723101,967,0.060819571846239984
01-07-2025,Bihar,Patna,800001,1255,0.060819571846239984
01-03-2025,Telangana,Hyderabad,500006,991,0.060819571846239984
01-03-2025,Punjab,Sangrur,148028,1250,0.060819571846239984
01-04-2025,Maharashtra,Yavatmal,445001,1815,0.060819571846239984
01-03-2025,Maharashtra,Nandurbar,425409,1809,0.060819571846239984
01-07-2025,Bihar,Purnia,854337,1828,0.06026069763949016
01-04-2025,Jharkhand,Godda,814147,1616,0.06026069763949016
01-03-2025,Uttar Pradesh,Bijnor,246762,1751,0.06026069763949016
01-07-2025,Punjab,Jalandhar,144004,997,0.06026069763949016
01-07-2025,Uttar Pradesh,Bareilly,243301,1865,0.06026069763949016
01-03-2025,Rajasthan,Alwar,301402,1325,0.06026069763949016
01-07-2025,Andhra Pradesh,Krishna,521001,896,0.06026069763949016
01-07-2025,Uttarakhand,Haridwar,247661,1323,0.06026069763949016
01-03-2025,Bihar,Bhagalpur,813205,1321,0.06026069763949016
01-06-2025,Uttar Pradesh,Bareilly,243301,1850,0.06026069763949016
01-05-2025,Bihar,Araria,854333,1834,0.06026069763949016
01-05-2025,Bihar,Gopalganj,841405,1331,0.06026069763949016
01-05-2025,Madhya Pradesh,Balaghat,481051,1580,0.06026069763949016
01-04-2025,Bihar,Bhagalpur,813204,1322,0.06026069763949016
01-04-2025,Delhi,North East,110093,2707,0.06026069763949016
01-04-2025,Bihar,Vaishali,844121,1342,0.06026069763949016
01-04-2025,Uttar Pradesh,Sant Ravidas Nagar,221404,1345,0.06026069763949016
01-03-2025,Uttar Pradesh,Muzaffarnagar,251315,1593,0.06026069763949016
01-05-2025,Punjab,Jalandhar,144003,988,0.06026069763949016
01-03-2025,Uttar Pradesh,Ghazipur,233001,1258,0.06026069763949016
01-05-2025,Uttar Pradesh,Bahraich,271801,1758,0.06026069763949016
01-03-2025,Uttar Pradesh,Shahjahanpur,242307,1869,0.06026069763949016
01-05-2025,Bihar,Araria,854334,1866,0.06026069763949016
01-03-2025,Maharashtra,Aurangabad,431103,1434,0.06026069763949016
01-07-2025,Karnataka,Vijayanagara,583135,790,0.06026069763949016
01-07-2025,Madhya Pradesh,Mandsaur,458880,1556,0.06026069763949016
01-03-2025,Bihar,Madhepura,852101,1528,0.06026069763949016
01-06-2025,Madhya Pradesh,Sagar,470226,1755,0.06026069763949016
01-06-2025,Chhattisgarh,Bemetara,491993,1971,0.06026069763949016
01-05-2025,Maharashtra,Beed,431515,1918,0.06026069763949016
01-06-2025,Uttar Pradesh,Shamli,247774,1842,0.06026069763949016
01-06-2025,Maharashtra,Beed,431131,1777,0.06026069763949016
01-06-2025,Rajasthan,Baran,325205,1392,0.06026069763949016
01-06-2025,Maharashtra,Nashik,422211,1755,0.06026069763949016
01-04-2025,Andhra Pradesh,Prakasam,523304,908,0.06026069763949016
01-03-2025,Maharashtra,Nashik,422103,1733,0.06026069763949016
01-05-2025,Haryana,Sonipat,131101,1303,0.06026069763949016
01-04-2025,Rajasthan,Jaipur,302029,1284,0.06026069763949016
01-07-2025,Bihar,Patna,800008,1216,0.06026069763949016
01-03-2025,Karnataka,Davangere,577530,895,0.06026069763949016
01-03-2025,Jharkhand,Jamtara,815352,1519,0.06026069763949016
01-06-2025,Uttar Pradesh,Ghazipur,233001,1271,0.06026069763949016
01-03-2025,Andhra Pradesh,Cuddapah,516360,897,0.06026069763949016
01-05-2025,Haryana,Kurukshetra,136135,1393,0.06026069763949016
01-07-2025,Bihar,Saran,841219,1162,0.06026069763949016
01-03-2025,Uttar Pradesh,Muzaffarnagar,251002,1595,0.06026069763949016
01-06-2025,Bihar,Purnia,854203,1824,0.06026069763949016
01-06-2025,Madhya Pradesh,Sidhi,486670,1978,0.06026069763949016
01-04-2025,Uttar Pradesh,Chitrakoot,210209,1784,0.06026069763949016
01-06-2025,Andhra Pradesh,Cuddapah,516003,898,0.06026069763949016
01-03-2025,Bihar,Patna,801503,1224,0.06026069763949016
01-07-2025,Karnataka,Bagalkot,587313,868,0.06026069763949016
01-07-2025,Manipur,Imphal East,795003,1341,0.06026069763949016
01-04-2025,Andhra Pradesh,Visakhapatnam,531077,1034,0.06026069763949016
01-04-2025,Karnataka,Vijayanagara,583136,776,0.06026069763949016
01-05-2025,West Bengal,South 24 Parganas,743503,971,0.06026069763949016
01-06-2025,Karnataka,Bangalore,560079,839,0.06026069763949016
01-05-2025,Maharashtra,Nagpur,441108,1328,0.06026069763949016
01-04-2025,Bihar,Katihar,854113,1759,0.06026069763949016
01-07-2025,Madhya Pradesh,Jabalpur,483225,1588,0.06026069763949016
01-07-2025,Delhi,South Delhi,110025,2478,0.06026069763949016
01-05-2025,Maharashtra,Pune,412105,1316,0.06026069763949016
01-06-2025,Andhra Pradesh,Prakasam,523105,896,0.06026069763949016
01-04-2025,Bihar,Lakhisarai,811106,1321,0.06026069763949016
01-04-2025,Bihar,East Champaran,845426,1344,0.06026069763949016
01-07-2025,Maharashtra,Nanded,431802,1748,0.06026069763949016
01-03-2025,Bihar,Kishanganj,855115,1898,0.06026069763949016
01-04-2025,Haryana,Kurukshetra,136128,1379,0.06026069763949016
01-05-2025,Uttar Pradesh,Shahjahanpur,242401,1856,0.06026069763949016
01-03-2025,Madhya Pradesh,Shahdol,484110,1574,0.06026069763949016
01-07-2025,Uttar Pradesh,Kanpur Nagar,209206,1289,0.06026069763949016
01-03-2025,Bihar,Aurangabad,824125,1425,0.06026069763949016
01-06-2025,Maharashtra,Nagpur,440023,1334,0.06026069763949016
01-07-2025,Bihar,Purnia,854203,1823,0.06026069763949016
01-04-2025,Madhya Pradesh,Bhopal,462010,1610,0.06026069763949016
01-05-2025,Uttar Pradesh,Bareilly,262406,1901,0.06026069763949016
01-05-2025,Uttar Pradesh,Bareilly,243001,1918,0.06026069763949016
01-04-2025,Uttar Pradesh,Bahraich,271903,1756,0.06026069763949016
01-07-2025,Uttar Pradesh,Ghazipur,233226,1269,0.06026069763949016
