date,state,district,total,anomaly_score
01-03-2025,Bihar,Katihar,1484,0.07119268040943305
01-03-2025,Madhya Pradesh,Shajapur,901,0.032081063698287116
01-03-2025,Tamil Nadu,Tiruppur,1584,0.07348407170086846
01-03-2025,Bihar,Patna,1128,0.0581368486994831
01-03-2025,Bihar,Munger,799,0.020704254576667136
01-03-2025,Madhya Pradesh,Shajapur,1047,0.05028872233513304
01-03-2025,Punjab,Ludhiana,2536,0.08736341363431355
01-03-2025,Madhya Pradesh,Betul,815,0.020704254576667136
01-03-2025,Tamil Nadu,Madurai,1215,0.060392858547045236
01-03-2025,Bihar,Vaishali,856,0.02339837518274901
01-03-2025,Jharkhand,Godda,1717,0.07693280707314831
01-03-2025,Delhi,North East,2129,0.08445326928272845
01-03-2025,Maharashtra,Akola,1346,0.071764946991978
01-03-2025,Uttar Pradesh,Hardoi,875,0.02772797029274754
01-03-2025,Delhi,North West Delhi,2362,0.0850345108340631
01-03-2025,Madhya Pradesh,Sagar,1036,0.04973098135782328
01-03-2025,Uttar Pradesh,Pratapgarh,941,0.03536138120247778
01-03-2025,Tamil Nadu,Vellore,1103,0.0547642611901088
01-03-2025,Jharkhand,Godda,1101,0.0547642611901088
01-03-2025,Mizoram,Kolasib,1049,0.05028872233513304
01-03-2025,Uttar Pradesh,Jalaun,2154,0.08445326928272845
01-03-2025,Bihar,Muzaffarpur,844,0.0217808092595988
01-03-2025,Odisha,Boudh,678,0.0020984583644443333
01-03-2025,Uttar Pradesh,Ghaziabad,1267,0.06492323624326646
01-03-2025,Maharashtra,Pune,1276,0.06549125957038315
01-03-2025,Madhya Pradesh,Dhar,1133,0.0581368486994831
01-03-2025,Rajasthan,Jhunjhunun,1255,0.06378834188966742
01-03-2025,Madhya Pradesh,Rajgarh,2077,0.08445326928272845
01-03-2025,Telangana,Nalgonda,973,0.03975590391976269
01-03-2025,Maharashtra,Pune,735,0.01267636171192199
01-03-2025,Uttar Pradesh,Hardoi,2099,0.08445326928272845
01-03-2025,Odisha,Mayurbhanj,819,0.020704254576667136
01-03-2025,Rajasthan,Nagaur,947,0.03645778293320845
01-03-2025,Madhya Pradesh,Hoshangabad,1371,0.071764946991978
01-03-2025,Delhi,West Delhi,2924,0.09204017039329826
01-03-2025,Tamil Nadu,Dharmapuri,1444,0.07119268040943305
01-03-2025,Gujarat,Ahmedabad,828,0.021242349822598428
01-03-2025,Uttar Pradesh,Gorakhpur,901,0.032081063698287116
01-03-2025,Haryana,Palwal,965,0.038105169829416474
01-03-2025,Madhya Pradesh,Rewa,1336,0.06776719995023395
01-03-2025,Bihar,Purnia,2440,0.08736341363431355
01-03-2025,Jharkhand,Seraikela-Kharsawan,944,0.03645778293320845
01-03-2025,Madhya Pradesh,Seoni,899,0.032081063698287116
01-03-2025,Maharashtra,Beed,2605,0.08911423162438226
01-03-2025,Tripura,South Tripura,1796,0.07808550019695992
01-03-2025,Mizoram,Champhai,1097,0.050846840800042536
01-03-2025,Karnataka,Bengaluru,783,0.01855551057966398
01-03-2025,Chhattisgarh,Rajnandgaon,2114,0.08445326928272845
01-03-2025,Bihar,Rohtas,762,0.01694776453489799
01-03-2025,Uttar Pradesh,Bijnor,698,0.0042026035735486245
01-03-2025,Uttar Pradesh,Siddharthnagar,834,0.021242349822598428
01-03-2025,Gujarat,Kheda,881,0.028270819296595584
01-03-2025,Bihar,Patna,786,0.01855551057966398
01-03-2025,Uttar Pradesh,Bara Banki,785,0.01855551057966398
01-03-2025,West Bengal,Malda,669,0.0020984583644443333
01-03-2025,Madhya Pradesh,Harda,804,0.020704254576667136
01-03-2025,Uttar Pradesh,Gorakhpur,814,0.020704254576667136
01-03-2025,Bihar,Sitamarhi,1287,0.06662845982536858
01-03-2025,Rajasthan,Bhilwara,1463,0.07119268040943305
01-03-2025,Rajasthan,Jaipur,1063,0.050846840800042536
01-03-2025,Andhra Pradesh,Anantapur,685,0.0020984583644443333
01-03-2025,Madhya Pradesh,Katni,709,0.005784453741542128
01-03-2025,Jharkhand,Godda,1896,0.07808550019695992
01-03-2025,Uttar Pradesh,Allahabad,744,0.01480917315247765
01-03-2025,Chhattisgarh,Mahasamund,1054,0.04973098135782328
01-03-2025,Rajasthan,Udaipur,1493,0.07119268040943305
01-03-2025,Uttar Pradesh,Bareilly,651,0.0005240822906685816
01-03-2025,Uttar Pradesh,Kheri,1002,0.045282612491180374
01-03-2025,Haryana,Jind,976,0.03975590391976269
01-03-2025,Jharkhand,Dumka,972,0.03975590391976269
01-03-2025,Madhya Pradesh,Barwani,4650,0.09556438768664122
01-03-2025,Bihar,Darbhanga,1393,0.0723376008932739
01-03-2025,Gujarat,Bhavnagar,841,0.0217808092595988
01-03-2025,Andhra Pradesh,Vizianagaram,717,0.007898588037626997
01-03-2025,Bihar,Madhubani,1130,0.0581368486994831
01-03-2025,Maharashtra,Gadchiroli,764,0.01694776453489799
01-03-2025,Madhya Pradesh,Rajgarh,841,0.0217808092595988
01-03-2025,Madhya Pradesh,Chhatarpur,730,0.011612118586514564
01-03-2025,Jammu & Kashmir,Doda,912,0.03481373644403185
01-03-2025,Rajasthan,Bharatpur,740,0.01480917315247765
01-03-2025,Punjab,Barnala,701,0.0036760332874871127
01-03-2025,Haryana,Rohtak,676,0.0020984583644443333
01-03-2025,Meghalaya,West Garo Hills,2371,0.0850345108340631
01-03-2025,Uttar Pradesh,Banda,1129,0.0581368486994831
01-03-2025,Punjab,Bathinda,961,0.03700654040739204
01-03-2025,Maharashtra,Washim,1870,0.07808550019695992
01-03-2025,Madhya Pradesh,Damoh,1321,0.06776719995023395
01-03-2025,Andhra Pradesh,Krishna,759,0.01855551057966398
01-03-2025,Bihar,Nalanda,737,0.01267636171192199
01-03-2025,Bihar,Banka,915,0.03481373644403185
01-03-2025,Maharashtra,Nanded,926,0.03481373644403185
01-03-2025,Odisha,Kendrapara,685,0.0020984583644443333
01-03-2025,Delhi,South West Delhi,1413,0.071764946991978
01-03-2025,Uttar Pradesh,Allahabad,775,0.01801923259755811
01-03-2025,Maharashtra,Nagpur,1211,0.060392858547045236
01-03-2025,Bihar,Saran,880,0.028270819296595584
01-03-2025,Bihar,Muzaffarpur,1208,0.05926409043068592
01-03-2025,Maharashtra,Pune,885,0.02881403570892871
01-03-2025,Punjab,Tarn Taran,653,0.0005240822906685816
01-03-2025,Uttar Pradesh,Azamgarh,1105,0.0547642611901088
01-03-2025,Uttar Pradesh,Bareilly,1067,0.050846840800042536
01-03-2025,Bihar,Gaya,1355,0.071764946991978
01-03-2025,Delhi,South West Delhi,841,0.0217808092595988
01-03-2025,Maharashtra,Amravati,974,0.03975590391976269
01-03-2025,Uttar Pradesh,Varanasi,921,0.03481373644403185
01-03-2025,Maharashtra,Amravati,1649,0.07463209493149248
01-03-2025,Karnataka,Chikkaballapur,665,0.0026239609237379558
01-03-2025,Maharashtra,Washim,1458,0.07119268040943305
01-03-2025,Tamil Nadu,Tiruppur,811,0.020704254576667136
01-03-2025,Tamil Nadu,Villupuram,743,0.01480917315247765
01-03-2025,Bihar,Purnia,1231,0.06322147034366565
01-03-2025,Madhya Pradesh,Rewa,718,0.007898588037626997
01-03-2025,Tamil Nadu,Thoothukkudi,757,0.01855551057966398
01-03-2025,Uttar Pradesh,Kheri,653,0.0005240822906685816
01-03-2025,Maharashtra,Washim,1715,0.07693280707314831
01-03-2025,Jammu & Kashmir,Kishtwar,1077,0.050846840800042536
01-03-2025,Jharkhand,Ranchi,1644,0.07405788913198608
01-03-2025,Maharashtra,Pune,981,0.04030689361253026
01-03-2025,Maharashtra,Buldhana,800,0.020704254576667136
01-03-2025,Madhya Pradesh,Tikamgarh,1820,0.07808550019695992
01-03-2025,Uttar Pradesh,Rampur,2588,0.08911423162438226
01-03-2025,Odisha,Puri,909,0.03481373644403185
01-03-2025,Jammu & Kashmir,Rajouri,911,0.03481373644403185
01-03-2025,Maharashtra,Thane,742,0.01480917315247765
01-03-2025,Maharashtra,Jalgaon,649,0.0005240822906685816
01-03-2025,Uttar Pradesh,Basti,926,0.03481373644403185
01-03-2025,Bihar,Darbhanga,2154,0.08445326928272845
01-03-2025,Odisha,Kalahandi,767,0.01801923259755811
01-03-2025,Bihar,Vaishali,1483,0.07119268040943305
01-03-2025,Gujarat,Mahesana,723,0.009487947781884443
01-03-2025,Bihar,Saharsa,1170,0.05926409043068592
01-03-2025,Punjab,Mansa,915,0.03481373644403185
01-03-2025,Odisha,Koraput,1149,0.05926409043068592
01-03-2025,Tripura,West Tripura,1268,0.06492323624326646
01-03-2025,Gujarat,Kachchh,885,0.02881403570892871
01-03-2025,Madhya Pradesh,Jhabua,3024,0.09321332022527562
01-03-2025,Andhra Pradesh,East Godavari,1286,0.06549125957038315
01-03-2025,Chhattisgarh,Surajpur,1099,0.05364310438676734
01-03-2025,Tamil Nadu,Tiruvallur,994,0.043620671891777096
01-03-2025,Bihar,Vaishali,844,0.0217808092595988
01-03-2025,Bihar,Aurangabad,796,0.02016652327548163
01-03-2025,Madhya Pradesh,Sagar,756,0.01855551057966398
01-03-2025,Jharkhand,Giridih,1257,0.06378834188966742
01-03-2025,Uttar Pradesh,Pilibhit,1097,0.050846840800042536
01-03-2025,Madhya Pradesh,Jabalpur,653,0.0005240822906685816
01-03-2025,Gujarat,Junagadh,647,0.0005240822906685816
01-03-2025,Tamil Nadu,Theni,1612,0.07348407170086846
01-03-2025,Maharashtra,Osmanabad,1450,0.07119268040943305
01-03-2025,Uttar Pradesh,Allahabad,1182,0.05926409043068592
01-03-2025,Maharashtra,Nashik,1349,0.071764946991978
01-03-2025,Madhya Pradesh,Dindori,1032,0.04861663084490919
01-03-2025,Maharashtra,Amravati,822,0.020704254576667136
01-03-2025,Madhya Pradesh,Chhatarpur,962,0.038105169829416474
01-03-2025,Jammu & Kashmir,Jammu,819,0.020704254576667136
01-03-2025,Jammu & Kashmir,Baramula,1702,0.07693280707314831
01-03-2025,Jharkhand,Chatra,1435,0.07119268040943305
01-03-2025,Uttar Pradesh,Rae Bareli,858,0.02556024339473495
01-03-2025,Assam,Barpeta,1173,0.05926409043068592
01-03-2025,Uttar Pradesh,Kheri,937,0.03536138120247778
01-03-2025,Maharashtra,Nashik,1024,0.045282612491180374
01-03-2025,Tamil Nadu,Tiruvallur,1202,0.05926409043068592
01-03-2025,Rajasthan,Baran,853,0.02339837518274901
01-03-2025,Madhya Pradesh,Panna,2155,0.08445326928272845
01-03-2025,Tamil Nadu,Kancheepuram,1067,0.050846840800042536
01-03-2025,Mizoram,Aizawl,1333,0.06776719995023395
01-03-2025,Madhya Pradesh,Dindori,979,0.04030689361253026
01-03-2025,Andhra Pradesh,Kurnool,708,0.005784453741542128
01-03-2025,Rajasthan,Jodhpur,873,0.02772797029274754
01-03-2025,Chhattisgarh,Koriya,712,0.0063124510387230215
01-03-2025,Odisha,Kalahandi,795,0.019629155672885035
01-03-2025,Chhattisgarh,Korba,925,0.03481373644403185
01-03-2025,Maharashtra,Akola,3528,0.09556438768664122
01-03-2025,Bihar,Purnia,3113,0.09438805860604471
01-03-2025,Chhattisgarh,Rajnandgaon,1108,0.0547642611901088
01-03-2025,Uttar Pradesh,Banda,2589,0.08911423162438226
01-03-2025,Madhya Pradesh,Dewas,1034,0.04861663084490919
01-03-2025,Haryana,Hisar,922,0.03481373644403185
01-03-2025,Bihar,West Champaran,891,0.02881403570892871
01-03-2025,Madhya Pradesh,Rajgarh,2083,0.08445326928272845
01-03-2025,Andhra Pradesh,Visakhapatnam,861,0.026101625247958005
01-03-2025,Jharkhand,West Singhbhum,2882,0.09204017039329826
01-03-2025,Maharashtra,Nanded,1618,0.07348407170086846
01-03-2025,Maharashtra,Nashik,1733,0.07693280707314831
01-03-2025,Punjab,Tarn Taran,816,0.020704254576667136
01-03-2025,Tamil Nadu,Tiruppur,889,0.02881403570892871
01-03-2025,Maharashtra,Nashik,914,0.03481373644403185
01-03-2025,Uttar Pradesh,Saharanpur,1026,0.045282612491180374
01-03-2025,Odisha,Balangir,679,0.0020984583644443333
01-03-2025,Odisha,Bargarh,867,0.027185488448884798
01-03-2025,Tamil Nadu,Theni,899,0.032081063698287116
01-03-2025,Bihar,Patna,797,0.020704254576667136
01-03-2025,Rajasthan,Udaipur,1084,0.050846840800042536
01-03-2025,Uttar Pradesh,Ambedkar Nagar,1022,0.045282612491180374
01-03-2025,Maharashtra,Aurangabad,922,0.03481373644403185
01-03-2025,Maharashtra,Sangli,648,0.0005240822906685816
01-03-2025,Bihar,Nawada,874,0.02772797029274754
01-03-2025,Jharkhand,Latehar,796,0.02016652327548163
01-03-2025,Jharkhand,Koderma,2063,0.08387242085846591
01-03-2025,Bihar,Katihar,1511,0.07119268040943305
01-03-2025,Mizoram,Aizawl,1049,0.05028872233513304
01-03-2025,Bihar,Darbhanga,776,0.01801923259755811
01-03-2025,Madhya Pradesh,Sagar,1429,0.07119268040943305
01-03-2025,Bihar,Muzaffarpur,706,0.0063124510387230215
01-03-2025,Rajasthan,Sikar,784,0.01855551057966398
01-03-2025,Bihar,Rohtas,735,0.01267636171192199
01-03-2025,Rajasthan,Alwar,826,0.021242349822598428
01-03-2025,West Bengal,Paschim Medinipur,778,0.01855551057966398
01-03-2025,Madhya Pradesh,Damoh,4058,0.09556438768664122
01-03-2025,Rajasthan,Bharatpur,764,0.01694776453489799
01-03-2025,Bihar,Gopalganj,1349,0.071764946991978
01-03-2025,Maharashtra,Nashik,873,0.02772797029274754
01-03-2025,Chhattisgarh,Korba,716,0.007898588037626997
01-03-2025,Odisha,Balangir,1021,0.045282612491180374
01-03-2025,Maharashtra,Ahmadnagar,665,0.0026239609237379558
01-03-2025,Bihar,Vaishali,2235,0.08445326928272845
01-03-2025,Uttar Pradesh,Saharanpur,1858,0.07808550019695992
01-03-2025,Rajasthan,Bharatpur,746,0.015877745372966823
01-03-2025,Maharashtra,Thane,1132,0.0581368486994831
01-03-2025,Bihar,Jamui,1889,0.07808550019695992
01-03-2025,Maharashtra,Nagpur,1053,0.04973098135782328
01-03-2025,Mizoram,Lawngtlai,1289,0.06776719995023395
01-03-2025,Odisha,Puri,924,0.03481373644403185
01-03-2025,Assam,Kamrup,777,0.01855551057966398
01-03-2025,Assam,Barpeta,746,0.015877745372966823
01-03-2025,Uttar Pradesh,Fatehpur,935,0.03536138120247778
01-03-2025,Maharashtra,Nagpur,891,0.02881403570892871
01-03-2025,Tamil Nadu,Chennai,1183,0.05926409043068592
01-03-2025,Chhattisgarh,Raipur,752,0.016412573963858756
01-03-2025,Bihar,Darbhanga,940,0.03536138120247778
01-03-2025,Madhya Pradesh,Ashok Nagar,1234,0.06322147034366565
01-03-2025,Rajasthan,Dungarpur,810,0.020704254576667136
01-03-2025,Tamil Nadu,Virudhunagar,889,0.02881403570892871
01-03-2025,Delhi,East Delhi,1284,0.06549125957038315
01-03-2025,Tamil Nadu,Dindigul,960,0.03645778293320845
01-03-2025,Uttar Pradesh,Jalaun,1477,0.07119268040943305
01-03-2025,Maharashtra,Amravati,2946,0.09204017039329826
01-03-2025,Uttar Pradesh,Jaunpur,862,0.027185488448884798
01-03-2025,Uttar Pradesh,Saharanpur,1888,0.07808550019695992
01-03-2025,Maharashtra,Nagpur,1593,0.07405788913198608
01-03-2025,Andhra Pradesh,Srikakulam,1426,0.07119268040943305
01-03-2025,Uttar Pradesh,Deoria,1674,0.07520668936224129
01-03-2025,Odisha,Nayagarh,782,0.01855551057966398
01-03-2025,Madhya Pradesh,Damoh,1599,0.07405788913198608
01-03-2025,Bihar,Muzaffarpur,1620,0.07348407170086846
01-03-2025,West Bengal,Puruliya,844,0.0217808092595988
01-03-2025,Tamil Nadu,Dindigul,709,0.005784453741542128
01-03-2025,Maharashtra,Chandrapur,834,0.021242349822598428
01-03-2025,Madhya Pradesh,Jhabua,966,0.038105169829416474
01-03-2025,Rajasthan,Churu,1321,0.06776719995023395
01-03-2025,Chhattisgarh,Korba,1296,0.06776719995023395
01-03-2025,Haryana,Sonipat,971,0.03975590391976269
01-03-2025,Madhya Pradesh,Tikamgarh,811,0.020704254576667136
01-03-2025,Gujarat,Banaskantha,1020,0.045282612491180374
01-03-2025,Rajasthan,Dungarpur,717,0.007898588037626997
01-03-2025,Uttar Pradesh,Lucknow,720,0.007898588037626997
01-03-2025,Jharkhand,Palamu,2644,0.09028341947608298
01-03-2025,Karnataka,Bengaluru,653,0.0005240822906685816
01-03-2025,Maharashtra,Sangli,733,0.01267636171192199
01-03-2025,Jharkhand,Seraikela-Kharsawan,1010,0.045282612491180374
01-03-2025,Odisha,Bargarh,1088,0.050846840800042536
01-03-2025,Punjab,Jalandhar,734,0.01267636171192199
01-03-2025,Maharashtra,Jalgaon,2405,0.08736341363431355
01-03-2025,Gujarat,Surat,4079,0.09556438768664122
01-03-2025,Bihar,Kaimur (Bhabua),1238,0.06322147034366565
01-03-2025,Madhya Pradesh,Sagar,1012,0.045282612491180374
01-03-2025,Uttar Pradesh,Shamli,1195,0.05926409043068592
01-03-2025,Madhya Pradesh,Hoshangabad,1225,0.06322147034366565
01-03-2025,Uttar Pradesh,Allahabad,707,0.0063124510387230215
01-03-2025,Uttar Pradesh,Bijnor,1751,0.07808550019695992
01-03-2025,Punjab,Patiala,1592,0.07405788913198608
01-03-2025,Maharashtra,Nanded,2368,0.0850345108340631
01-03-2025,Madhya Pradesh,Singrauli,3521,0.09556438768664122
01-03-2025,Maharashtra,Hingoli,710,0.005784453741542128
01-03-2025,Uttar Pradesh,Bareilly,2022,0.08387242085846591
01-03-2025,Bihar,Bhagalpur,1402,0.071764946991978
01-03-2025,Maharashtra,Washim,1058,0.050846840800042536
01-03-2025,Uttar Pradesh,Kanpur Nagar,1212,0.060392858547045236
01-03-2025,Maharashtra,Nashik,2500,0.08736341363431355
01-03-2025,Maharashtra,Chandrapur,2149,0.08445326928272845
01-03-2025,Rajasthan,Nagaur,1042,0.04973098135782328
01-03-2025,Uttar Pradesh,Lucknow,830,0.021242349822598428
01-03-2025,Madhya Pradesh,Dindori,1205,0.05926409043068592
01-03-2025,Bihar,Araria,2150,0.08445326928272845
01-03-2025,Bihar,Saran,1085,0.050846840800042536
01-03-2025,Maharashtra,Thane,970,0.03975590391976269
01-03-2025,Uttar Pradesh,Deoria,1077,0.050846840800042536
01-03-2025,Uttar Pradesh,Gonda,743,0.01480917315247765
01-03-2025,Assam,Kokrajhar,813,0.020704254576667136
01-03-2025,Tripura,Dhalai,727,0.011612118586514564
01-03-2025,Haryana,Kaithal,921,0.03481373644403185
01-03-2025,Uttar Pradesh,Agra,1346,0.071764946991978
01-03-2025,Punjab,Amritsar,733,0.01267636171192199
01-03-2025,Madhya Pradesh,Sagar,926,0.03481373644403185
01-03-2025,Bihar,Arwal,947,0.03645778293320845
01-03-2025,Uttar Pradesh,Jhansi,1275,0.06549125957038315
01-03-2025,Chhattisgarh,Baloda Bazar,1082,0.050846840800042536
01-03-2025,Rajasthan,Dungarpur,866,0.027185488448884798
01-03-2025,Madhya Pradesh,Damoh,1745,0.07808550019695992
01-03-2025,Maharashtra,Jalna,977,0.03975590391976269
01-03-2025,Tamil Nadu,Krishnagiri,651,0.0005240822906685816
01-03-2025,Gujarat,Mahesana,803,0.020704254576667136
01-03-2025,Maharashtra,Nagpur,1369,0.071764946991978
01-03-2025,Madhya Pradesh,Chhindwara,1131,0.0581368486994831
01-03-2025,Rajasthan,Banswara,800,0.020704254576667136
01-03-2025,Maharashtra,Nashik,683,0.0020984583644443333
01-03-2025,Bihar,Patna,844,0.0217808092595988
01-03-2025,Odisha,Mayurbhanj,696,0.0042026035735486245
01-03-2025,Bihar,Saran,879,0.02772797029274754
01-03-2025,Uttar Pradesh,Saharanpur,919,0.03481373644403185
01-03-2025,Madhya Pradesh,Indore,648,0.0005240822906685816
01-03-2025,Karnataka,Raichur,739,0.01480917315247765
01-03-2025,Tamil Nadu,Vellore,852,0.02339837518274901
01-03-2025,Gujarat,Mahesana,1171,0.05926409043068592
01-03-2025,Uttar Pradesh,Bareilly,1347,0.071764946991978
01-03-2025,Maharashtra,Kolhapur,756,0.01855551057966398
01-03-2025,Tamil Nadu,Tirunelveli,971,0.03975590391976269
01-03-2025,Jharkhand,Bokaro,839,0.0217808092595988
01-03-2025,Maharashtra,Mumbai,990,0.041962101209954805
01-03-2025,Jharkhand,East Singhbhum,802,0.020704254576667136
01-03-2025,Madhya Pradesh,Sidhi,1588,0.07348407170086846
01-03-2025,Maharashtra,Amravati,1610,0.07348407170086846
01-03-2025,Madhya Pradesh,Chhatarpur,1709,0.07693280707314831
01-03-2025,Telangana,Suryapet,737,0.01267636171192199
01-03-2025,Haryana,Sirsa,3637,0.09556438768664122
01-03-2025,Uttar Pradesh,Hardoi,936,0.03536138120247778
01-03-2025,Rajasthan,Pali,728,0.011612118586514564
01-03-2025,Gujarat,Vadodara,1243,0.06322147034366565
01-03-2025,Punjab,Gurdaspur,793,0.019629155672885035
01-03-2025,Uttar Pradesh,Bareilly,3495,0.09556438768664122
01-03-2025,Bihar,Sheikhpura,1179,0.05926409043068592
01-03-2025,Jharkhand,Palamu,2672,0.09028341947608298
01-03-2025,Bihar,Kaimur (Bhabua),988,0.041962101209954805
01-03-2025,Andhra Pradesh,Chittoor,891,0.02881403570892871
01-03-2025,Maharashtra,Amravati,2750,0.09028341947608298
01-03-2025,Chhattisgarh,Koriya,1017,0.045282612491180374
01-03-2025,Bihar,Nalanda,1158,0.05926409043068592
01-03-2025,Maharashtra,Mumbai,773,0.01801923259755811
01-03-2025,Madhya Pradesh,Jhabua,1040,0.04973098135782328
01-03-2025,Uttar Pradesh,Bareilly,3866,0.09556438768664122
01-03-2025,Haryana,Ambala,1633,0.07405788913198608
01-03-2025,Uttar Pradesh,Etah,1537,0.07348407170086846
01-03-2025,Gujarat,Ahmedabad,1898,0.07808550019695992
01-03-2025,Uttar Pradesh,Hardoi,1135,0.0581368486994831
01-03-2025,Uttar Pradesh,Lucknow,1052,0.04973098135782328
01-03-2025,Madhya Pradesh,Ujjain,1031,0.04583734274459805
01-03-2025,Jharkhand,East Singhbhum,975,0.03975590391976269
01-03-2025,Uttar Pradesh,Bulandshahr,686,0.0031498191511784013
01-03-2025,Rajasthan,Kota,772,0.01801923259755811
01-03-2025,Tamil Nadu,Pudukkottai,1151,0.05926409043068592
01-03-2025,Uttar Pradesh,Mau,1109,0.0547642611901088
01-03-2025,Bihar,Jamui,1436,0.07119268040943305
01-03-2025,Chandigarh,Chandigarh,804,0.020704254576667136
01-03-2025,Andhra Pradesh,Srikakulam,1043,0.04973098135782328
01-03-2025,Tamil Nadu,Salem,861,0.026101625247958005
01-03-2025,Bihar,Begusarai,1095,0.050846840800042536
01-03-2025,Maharashtra,Yavatmal,1797,0.07808550019695992
01-03-2025,Uttar Pradesh,Bulandshahr,978,0.03975590391976269
01-03-2025,Maharashtra,Gondiya,1595,0.07405788913198608
01-03-2025,Uttar Pradesh,Bahraich,959,0.03645778293320845
01-03-2025,Tamil Nadu,Villupuram,826,0.021242349822598428
01-03-2025,Maharashtra,Beed,3576,0.09556438768664122
01-03-2025,Madhya Pradesh,Satna,1090,0.050846840800042536
01-03-2025,Maharashtra,Nanded,1689,0.0763570451697706
01-03-2025,Maharashtra,Raigarh,1265,0.06378834188966742
01-03-2025,Maharashtra,Bhandara,736,0.01267636171192199
01-03-2025,Jharkhand,Garhwa,1861,0.07808550019695992
01-03-2025,Madhya Pradesh,Ujjain,1054,0.04973098135782328
01-03-2025,Delhi,South Delhi,783,0.01855551057966398
01-03-2025,Madhya Pradesh,Datia,1724,0.07693280707314831
01-03-2025,Uttar Pradesh,Hardoi,809,0.020704254576667136
01-03-2025,Uttar Pradesh,Mirzapur,735,0.01267636171192199
01-03-2025,Delhi,South Delhi,793,0.019629155672885035
01-03-2025,Bihar,East Champaran,689,0.0036760332874871127
01-03-2025,Uttar Pradesh,Lucknow,2618,0.09028341947608298
01-03-2025,Delhi,South Delhi,6109,0.0967423096210136
01-03-2025,Bihar,Katihar,1432,0.07119268040943305
01-03-2025,Assam,Dhubri,754,0.016412573963858756
01-03-2025,Maharashtra,Nandurbar,861,0.026101625247958005
01-03-2025,Odisha,Malkangiri,2076,0.08387242085846591
01-03-2025,Bihar,Gopalganj,864,0.027185488448884798
01-03-2025,Odisha,Kalahandi,887,0.02881403570892871
01-03-2025,Rajasthan,Dausa,881,0.028270819296595584
01-03-2025,Madhya Pradesh,Ratlam,978,0.03975590391976269
01-03-2025,Tamil Nadu,Chennai,2257,0.08445326928272845
01-03-2025,Uttar Pradesh,Chandauli,795,0.019629155672885035
01-03-2025,Uttar Pradesh,Rae Bareli,824,0.021242349822598428
01-03-2025,Jharkhand,West Singhbhum,1189,0.05926409043068592
01-03-2025,Madhya Pradesh,Bhind,891,0.02881403570892871
01-03-2025,Bihar,Banka,711,0.005784453741542128
01-03-2025,Tamil Nadu,Thoothukkudi,985,0.041962101209954805
01-03-2025,Chandigarh,Chandigarh,836,0.021242349822598428
01-03-2025,Madhya Pradesh,Gwalior,1345,0.06947820195552934
01-03-2025,Gujarat,Ahmedabad,864,0.027185488448884798
01-03-2025,Uttar Pradesh,Maharajganj,688,0.0036760332874871127
01-03-2025,Delhi,North Delhi,1460,0.07119268040943305
01-03-2025,Odisha,Sambalpur,691,0.0042026035735486245
01-03-2025,Maharashtra,Nagpur,1020,0.045282612491180374
01-03-2025,Bihar,Araria,4548,0.09556438768664122
01-03-2025,Maharashtra,Bhandara,1083,0.050846840800042536
01-03-2025,Bihar,Khagaria,1350,0.071764946991978
01-03-2025,Jharkhand,Sahebganj,830,0.021242349822598428
01-03-2025,Gujarat,Narmada,1038,0.04973098135782328
01-03-2025,Uttar Pradesh,Maharajganj,1057,0.050846840800042536
01-03-2025,Maharashtra,Aurangabad,875,0.02772797029274754
01-03-2025,West Bengal,Uttar Dinajpur,1160,0.05926409043068592
01-03-2025,Madhya Pradesh,Dewas,2471,0.08736341363431355
01-03-2025,Madhya Pradesh,Singrauli,5652,0.0967423096210136
01-03-2025,Jharkhand,Ranchi,1311,0.06776719995023395
01-03-2025,Uttar Pradesh,Lalitpur,651,0.0005240822906685816
01-03-2025,Punjab,Tarn Taran,671,0.0020984583644443333
01-03-2025,Bihar,Madhubani,1694,0.0763570451697706
01-03-2025,Maharashtra,Amravati,2325,0.0850345108340631
01-03-2025,Bihar,East Champaran,1123,0.0581368486994831
01-03-2025,Maharashtra,Akola,730,0.011612118586514564
01-03-2025,Maharashtra,Ratnagiri,667,0.0026239609237379558
01-03-2025,Tamil Nadu,Erode,737,0.01267636171192199
01-03-2025,Madhya Pradesh,Chhindwara,802,0.020704254576667136
01-03-2025,Jharkhand,Ranchi,1378,0.071764946991978
01-03-2025,Andhra Pradesh,Kurnool,833,0.021242349822598428
01-03-2025,Jammu & Kashmir,Kishtwar,1256,0.06378834188966742
01-03-2025,Rajasthan,Tonk,708,0.005784453741542128
01-03-2025,Bihar,Madhubani,885,0.02881403570892871
01-03-2025,Chhattisgarh,Mahasamund,714,0.007898588037626997
01-03-2025,Maharashtra,Nashik,720,0.007898588037626997
01-03-2025,Uttar Pradesh,Unnao,1125,0.0581368486994831
01-03-2025,Bihar,Katihar,1676,0.07520668936224129
01-03-2025,Uttar Pradesh,Gorakhpur,993,0.043620671891777096
01-03-2025,Bihar,Gaya,949,0.03645778293320845
01-03-2025,Maharashtra,Solapur,1444,0.07119268040943305
01-03-2025,Uttar Pradesh,Saharanpur,952,0.03645778293320845
01-03-2025,Madhya Pradesh,Guna,2061,0.08387242085846591
01-03-2025,Rajasthan,Udaipur,714,0.007898588037626997
01-03-2025,Uttar Pradesh,Bijnor,689,0.0036760332874871127
01-03-2025,Delhi,North Delhi,896,0.030445891884355647
